Car_Name,Car_Brand,Engine Capacity,Category,model Year,Milage,Fuel Type,Transmission,City Registered,Price
Fortuner,Toyota,2800 cc,SUV,2022,"13,000 km",Diesel,Automatic,Islamabad,PKR 1.85 crore
Fortuner,Toyota,2800 cc,SUV,2024,1 km,Diesel,Automatic,Un-Registered,PKR 1.81 crore
Fortuner,Toyota,2800 cc,SUV,2024,1 km,Diesel,Automatic,Un-Registered,PKR 2.17 crore
Fortuner,Toyota,2700 cc,SUV,2022,"4,800 km",Petrol,Automatic,Karachi,PKR 1.4 crore
Fortuner,Toyota,2800 cc,SUV,2022,"9,000 km",Diesel,Automatic,Punjab,PKR 1.62 crore
Fortuner,Toyota,2700 cc,SUV,2017,"57,000 km",Petrol,Automatic,Karachi,PKR 98 lacs
Fortuner,Toyota,2700 cc,SUV,2018,"55,000 km",Petrol,Automatic,Islamabad,PKR 1.25 crore
Fortuner,Toyota,2800 cc,SUV,2023,"6,000 km",Diesel,Automatic,Islamabad,PKR 2.15 crore
Fortuner,Toyota,2700 cc,SUV,2022,"3,800 km",Petrol,Automatic,Un-Registered,PKR 1.43 crore
Fortuner,Toyota,2700 cc,SUV,2021,"39,000 km",Petrol,Automatic,Islamabad,PKR 1.65 crore
Fortuner,Toyota,2800 cc,SUV,2022,"12,000 km",Diesel,Automatic,Islamabad,PKR 1.88 crore
Fortuner,Toyota,2700 cc,SUV,2014,"125,000 km",Petrol,Automatic,Sindh,PKR 69.5 lacs
Fortuner,Toyota,2700 cc,SUV,2014,"91,943 km",Petrol,Automatic,Karachi,PKR 66.5 lacs
Fortuner,Toyota,2700 cc,SUV,2022,"20,000 km",Petrol,Automatic,Punjab,PKR 1.55 crore
Fortuner,Toyota,2800 cc,SUV,2023,250 km,Diesel,Automatic,Sindh,PKR 2.05 crore
Fortuner,Toyota,2700 cc,SUV,2015,"42,200 km",Petrol,Automatic,Islamabad,PKR 92 lacs
Fortuner,Toyota,2800 cc,SUV,2022,"9,200 km",Diesel,Automatic,Punjab,PKR 1.78 crore
Fortuner,Toyota,2800 cc,SUV,2022,"17,000 km",Diesel,Automatic,Islamabad,PKR 1.95 crore
Fortuner,Toyota,2700 cc,SUV,2017,"90,000 km",Petrol,Automatic,Sindh,PKR 1.13 crore
Benz,Mercedes,2200 cc,Sedan,1994,"1,800 km",Petrol,Automatic,Islamabad,PKR 19.5 lacs
Fortuner,Toyota,2800 cc,SUV,2022,1 km,Diesel,Automatic,Karachi,PKR 1.65 crore
Fortuner,Toyota,2800 cc,SUV,2018,"149,000 km",Diesel,Automatic,Sindh,PKR 1.2 crore
Fortuner,Toyota,2800 cc,SUV,2022,"4,000 km",Diesel,Automatic,Un-Registered,PKR 1.77 crore
Fortuner,Toyota,2800 cc,SUV,2018,"90,000 km",Diesel,Automatic,Punjab,PKR 1.29 crore
Fortuner,Toyota,2800 cc,SUV,2023,29 km,Diesel,Automatic,Un-Registered,PKR 1.95 crore
Fortuner,Toyota,2700 cc,SUV,2017,"127,000 km",Petrol,Automatic,Sindh,PKR 99 lacs
Fortuner,Toyota,2800 cc,SUV,2022,"60,000 km",Diesel,Automatic,Islamabad,PKR 1.75 crore
Fortuner,Toyota,2800 cc,SUV,2021,"50,000 km",Diesel,Automatic,Punjab,PKR 1.54 crore
Fortuner,Toyota,2700 cc,SUV,2019,"37,000 km",Petrol,Automatic,Karachi,PKR 1.23 crore
Fortuner,Toyota,2800 cc,SUV,2021,"26,500 km",Diesel,Automatic,Sindh,PKR 1.52 crore
Fortuner,Toyota,2800 cc,SUV,2023,25 km,Diesel,Automatic,Un-Registered,PKR 2.17 crore
Fortuner,Toyota,2800 cc,SUV,2023,35 km,Diesel,Automatic,Un-Registered,Call for price
Fortuner,Toyota,2800 cc,SUV,2023,"5,000 km",Diesel,Automatic,Sindh,PKR 2.2 crore
Fortuner,Toyota,2800 cc,SUV,2021,"50,000 km",Diesel,Automatic,Karachi,PKR 1.42 crore
Fortuner,Toyota,2800 cc,SUV,2023,93 km,Diesel,Automatic,Un-Registered,PKR 2.1 crore
Fortuner,Toyota,2700 cc,SUV,2019,"68,000 km",Petrol,Automatic,Karachi,PKR 1.18 crore
Fortuner,Toyota,2800 cc,SUV,2022,"9,448 km",Diesel,Automatic,Punjab,PKR 1.95 crore
Fortuner,Toyota,2700 cc,SUV,2023,30 km,Petrol,Automatic,Karachi,PKR 1.85 crore
Fortuner,Toyota,2700 cc,SUV,2013,"68,000 km",Petrol,Automatic,Karachi,Call for price
Fortuner,Toyota,2700 cc,SUV,2020,"45,000 km",Petrol,Automatic,Sindh,PKR 1.24 crore
Fortuner,Toyota,2800 cc,SUV,2020,"51,000 km",Diesel,Automatic,Islamabad,PKR 1.55 crore
Fortuner,Toyota,2800 cc,SUV,2022,"31,000 km",Diesel,Automatic,Punjab,PKR 1.85 crore
Fortuner,Toyota,2700 cc,SUV,2021,"12,000 km",Petrol,Automatic,Punjab,PKR 1.35 crore
Fortuner,Toyota,2700 cc,SUV,2014,"89,000 km",Petrol,Automatic,Sindh,PKR 79 lacs
Fortuner,Toyota,2800 cc,SUV,2023,"10,000 km",Diesel,Automatic,Un-Registered,PKR 1.9 crore
Fortuner,Toyota,2700 cc,N/A,2013,"87,902 km",Petrol,Automatic,Lahore,PKR 73 lacs
Fortuner,Toyota,2700 cc,SUV,2017,"53,000 km",Petrol,Automatic,Islamabad,PKR 1.25 crore
Fortuner,Toyota,2800 cc,SUV,2019,"25,500 km",Diesel,Automatic,Sindh,PKR 1.4 crore
Fortuner,Toyota,2800 cc,SUV,2022,"19,434 km",Diesel,Automatic,Islamabad,PKR 1.69 crore
Fortuner,Toyota,2800 cc,SUV,2022,"9,000 km",Diesel,Automatic,Islamabad,PKR 1.77 crore
Fortuner,Toyota,2700 cc,SUV,2013,"100,000 km",Petrol,Automatic,Lahore,PKR 75 lacs
Fortuner,Toyota,2800 cc,SUV,2021,"15,656 km",Diesel,Automatic,Peshawar,PKR 1.5 crore
Fortuner,Toyota,2800 cc,SUV,2021,"29,000 km",Diesel,Automatic,Islamabad,PKR 1.56 crore
Fortuner,Toyota,2800 cc,SUV,2023,1 km,Petrol,Automatic,Un-Registered,PKR 1.96 crore
Fortuner,Toyota,2700 cc,SUV,2018,"70,000 km",Petrol,Automatic,Islamabad,PKR 1.22 crore
Fortuner,Toyota,2700 cc,SUV,2022,"17,000 km",Petrol,Automatic,Islamabad,PKR 1.69 crore
Fortuner,Toyota,2700 cc,SUV,2020,"50,000 km",Petrol,Automatic,Punjab,PKR 1.27 crore
Fortuner,Toyota,2700 cc,SUV,2022,"2,000 km",Petrol,Automatic,Sindh,PKR 1.62 crore
Fortuner,Toyota,2800 cc,SUV,2023,"1,500 km",Diesel,Automatic,Islamabad,PKR 2.1 crore
Fortuner,Toyota,2700 cc,SUV,2021,"35,000 km",Petrol,Automatic,Punjab,PKR 1.45 crore
Fortuner,Toyota,2800 cc,SUV,2022,"25,000 km",Diesel,Automatic,Karachi,PKR 1.65 crore
Fortuner,Toyota,2700 cc,SUV,2017,"83,000 km",Petrol,Automatic,Islamabad,PKR 1.15 crore
Fortuner,Toyota,2700 cc,SUV,2022,"8,000 km",Petrol,Automatic,Sindh,PKR 1.7 crore
Fortuner,Toyota,2700 cc,SUV,2014,"93,381 km",Diesel,Automatic,Lahore,PKR 75 lacs
Surf,Toyota,3000 cc,SUV,2005,"154,000 km",Diesel,Automatic,Islamabad,PKR 78.5 lacs
Fortuner,Toyota,2700 cc,SUV,2017,"140,000 km",Petrol,Automatic,Lahore,PKR 1.12 crore
Fortuner,Toyota,2700 cc,SUV,2020,"16,000 km",Petrol,Automatic,Sindh,PKR 1.35 crore
Fortuner,Toyota,2700 cc,SUV,2018,"33,422 km",Petrol,Automatic,Lahore,PKR 1.17 crore
Fortuner,Toyota,2800 cc,SUV,2018,"71,000 km",Diesel,Automatic,Karachi,Call for price
Fortuner,Toyota,2800 cc,SUV,2020,"62,000 km",Diesel,Automatic,Karachi,Call for price
Fortuner,Toyota,2800 cc,SUV,2021,"4,700 km",Diesel,Automatic,Karachi,Call for price
Corolla,Toyota,1800 cc,Sedan,2023,"7,080 km",Petrol,Automatic,Un-Registered,PKR 78.2 lacs
Fortuner,Toyota,2800 cc,SUV,2021,"16,500 km",Diesel,Automatic,Islamabad,PKR 1.6 crore
Fortuner,Toyota,2800 cc,SUV,2021,"13,000 km",Diesel,Automatic,Karachi,Call for price
Fortuner,Toyota,2800 cc,SUV,2021,"39,000 km",Diesel,Automatic,Karachi,PKR 1.38 crore
Fortuner,Toyota,2700 cc,SUV,2020,"24,000 km",Petrol,Automatic,Karachi,PKR 1.29 crore
Fortuner,Toyota,2800 cc,SUV,2023,900 km,Diesel,Automatic,Un-Registered,PKR 1.92 crore
Fortuner,Toyota,2800 cc,SUV,2021,"35,000 km",Diesel,Automatic,Karachi,PKR 1.5 crore
Fortuner,Toyota,2800 cc,SUV,2022,"20,000 km",Diesel,Automatic,Punjab,PKR 1.73 crore
Fortuner,Toyota,2800 cc,SUV,2021,"21,000 km",Diesel,Automatic,Islamabad,PKR 1.65 crore
Fortuner,Toyota,2800 cc,SUV,2021,"49,000 km",Diesel,Automatic,Islamabad,PKR 1.6 crore
Fortuner,Toyota,2800 cc,SUV,2022,"3,000 km",Diesel,Automatic,Punjab,PKR 1.73 crore
Fortuner,Toyota,2700 cc,SUV,2018,"85,000 km",Petrol,Automatic,Islamabad,PKR 1.22 crore
Fortuner,Toyota,2700 cc,SUV,2019,"36,000 km",Petrol,Automatic,Karachi,PKR 1.22 crore
Fortuner,Toyota,2800 cc,SUV,2022,"17,000 km",Diesel,Automatic,Punjab,PKR 1.59 crore
Fortuner,Toyota,2800 cc,SUV,2022,"14,500 km",Diesel,Automatic,Islamabad,PKR 1.87 crore
Fortuner,Toyota,2800 cc,SUV,2021,"48,000 km",Diesel,Automatic,Punjab,PKR 1.55 crore
Fortuner,Toyota,2700 cc,SUV,2017,"99,000 km",Petrol,Automatic,Lahore,PKR 1.18 crore
Fortuner,Toyota,2800 cc,SUV,2022,"23,723 km",Diesel,Automatic,Islamabad,PKR 1.95 crore
Fortuner,Toyota,2700 cc,SUV,2016,"50,000 km",Petrol,Automatic,Lahore,PKR 95 lacs
Fortuner,Toyota,2800 cc,SUV,2022,"10,000 km",Diesel,Automatic,Islamabad,PKR 1.86 crore
Fortuner,Toyota,2700 cc,SUV,2018,"95,000 km",Petrol,Automatic,Sindh,PKR 1.08 crore
Fortuner,Toyota,2800 cc,SUV,2023,7 km,Diesel,Automatic,Un-Registered,Call for price
Fortuner,Toyota,2700 cc,SUV,2021,"2,700 km",Petrol,Automatic,Islamabad,PKR 1.37 crore
Fortuner,Toyota,2700 cc,SUV,2013,"170,000 km",Petrol,Automatic,Islamabad,PKR 71 lacs
Fortuner,Toyota,2800 cc,SUV,2023,45 km,Diesel,Automatic,Un-Registered,PKR 1.93 crore
Fortuner,Toyota,2800 cc,SUV,2021,"36,000 km",Diesel,Automatic,Islamabad,PKR 1.57 crore
Fortuner,Toyota,2800 cc,SUV,2018,"81,000 km",Diesel,Automatic,Islamabad,PKR 1.34 crore
Fortuner,Toyota,2800 cc,SUV,2022,"35,000 km",Diesel,Automatic,Punjab,PKR 1.72 crore
Fortuner,Toyota,2700 cc,SUV,2017,"66,000 km",Petrol,Automatic,Lahore,PKR 1.18 crore
Corolla,Toyota,1800 cc,Sedan,2024,25 km,Petrol,Automatic,Un-Registered,PKR 77.81 lacs
Fortuner,Toyota,2700 cc,SUV,2017,"43,899 km",Petrol,Automatic,Sindh,PKR 1.04 crore
Fortuner,Toyota,2700 cc,SUV,2021,"15,000 km",Petrol,Automatic,Karachi,PKR 1.45 crore
Fortuner,Toyota,2700 cc,SUV,2020,"38,000 km",Petrol,Automatic,Punjab,PKR 1.32 crore
Fortuner,Toyota,2800 cc,SUV,2020,"50,000 km",Diesel,Automatic,Lahore,PKR 1.46 crore
Fortuner,Toyota,2700 cc,SUV,2022,"3,300 km",Petrol,Automatic,Islamabad,PKR 1.5 crore
Fortuner,Toyota,2700 cc,SUV,2020,"74,000 km",Petrol,Automatic,Punjab,PKR 1.24 crore
Fortuner,Toyota,2800 cc,SUV,2023,10 km,Diesel,Automatic,Un-Registered,Call for price
Fortuner,Toyota,2800 cc,N/A,2023,10 km,Diesel,Automatic,Un-Registered,Call for price
Fortuner,Toyota,2800 cc,SUV,2022,"82,500 km",Petrol,Automatic,Islamabad,PKR 2.55 crore
Fortuner,Toyota,2800 cc,SUV,2021,"44,000 km",Diesel,Automatic,Karachi,PKR 1.45 crore
Fortuner,Toyota,2800 cc,SUV,2023,"2,500 km",Diesel,Automatic,Islamabad,PKR 2.25 crore
Fortuner,Toyota,2800 cc,SUV,2023,25 km,Diesel,Automatic,Un-Registered,Call for price
Fortuner,Toyota,2700 cc,SUV,2017,"70,000 km",Petrol,Automatic,Islamabad,PKR 1.13 crore
Fortuner,Toyota,2700 cc,SUV,2022,"29,000 km",Petrol,Automatic,Un-Registered,PKR 1.57 crore
Fortuner,Toyota,2800 cc,SUV,2021,"38,000 km",Diesel,Automatic,Islamabad,PKR 1.6 crore
Fortuner,Toyota,2700 cc,SUV,2017,"117,000 km",Petrol,Automatic,Karachi,PKR 1.05 crore
Fortuner,Toyota,2700 cc,SUV,2020,"38,623 km",Petrol,Automatic,Lahore,PKR 1.3 crore
Fortuner,Toyota,2800 cc,SUV,2022,"15,000 km",Diesel,Automatic,Karachi,PKR 1.8 crore
Fortuner,Toyota,2800 cc,SUV,2023,44 km,Diesel,Automatic,Un-Registered,Call for price
Fortuner,Toyota,2800 cc,SUV,2023,55 km,Diesel,Automatic,Un-Registered,Call for price
Fortuner,Toyota,2700 cc,SUV,2023,30 km,Petrol,Automatic,Un-Registered,Call for price
Fortuner,Toyota,2800 cc,SUV,2022,"15,000 km",Diesel,Automatic,Lahore,PKR 1.85 crore
Fortuner,Toyota,2700 cc,SUV,2017,"30,000 km",Petrol,Automatic,Islamabad,PKR 1.25 crore
Fortuner,Toyota,2700 cc,SUV,2021,"28,000 km",Petrol,Automatic,Islamabad,PKR 1.35 crore
Fortuner,Toyota,2700 cc,SUV,2020,"30,000 km",Petrol,Automatic,Islamabad,PKR 1.38 crore
Fortuner,Toyota,2700 cc,SUV,2015,"47,000 km",Petrol,Automatic,Lahore,PKR 88.5 lacs
Fortuner,Toyota,2700 cc,SUV,2021,"59,500 km",Petrol,Automatic,Islamabad,PKR 1.6 crore
Fortuner,Toyota,2700 cc,SUV,2018,"27,000 km",Petrol,Automatic,Karachi,PKR 1.17 crore
Fortuner,Toyota,2800 cc,SUV,2021,"54,000 km",Diesel,Automatic,Islamabad,PKR 1.68 crore
Fortuner,Toyota,2700 cc,SUV,2016,"114,500 km",Petrol,Automatic,Punjab,PKR 85 lacs
Fortuner,Toyota,2800 cc,SUV,2020,"83,500 km",Diesel,Automatic,Sindh,PKR 1.45 crore
Fortuner,Toyota,2800 cc,SUV,2018,"112,000 km",Diesel,Automatic,Islamabad,PKR 1.35 crore
Fortuner,Toyota,2800 cc,SUV,2022,"18,000 km",Diesel,Automatic,Islamabad,PKR 1.85 crore
Fortuner,Toyota,2700 cc,SUV,2017,"24,000 km",Petrol,Automatic,Karachi,PKR 1.14 crore
Fortuner,Toyota,2800 cc,SUV,2023,5 km,Diesel,Automatic,Un-Registered,Call for price
Fortuner,Toyota,2800 cc,SUV,2023,5 km,Diesel,Automatic,Un-Registered,Call for price
Fortuner,Toyota,2800 cc,SUV,2023,5 km,Diesel,Automatic,Un-Registered,Call for price
Fortuner,Toyota,2700 cc,SUV,2021,"47,000 km",Petrol,Automatic,Karachi,PKR 1.22 crore
Fortuner,Toyota,2800 cc,SUV,2022,"9,000 km",Diesel,Automatic,Sindh,PKR 1.85 crore
Fortuner,Toyota,2800 cc,SUV,2021,"7,000 km",Diesel,Automatic,Punjab,PKR 1.6 crore
Fortuner,Toyota,2800 cc,SUV,2021,"80,000 km",Diesel,Automatic,Islamabad,PKR 1.6 crore
Fortuner,Toyota,3000 cc,N/A,2005,"160,000 km",Diesel,Automatic,Islamabad,PKR 60 lacs
Fortuner,Toyota,2700 cc,SUV,2014,"89,000 km",Petrol,Automatic,Sindh,PKR 74.75 lacs
Surf,Toyota,2700 cc,SUV,2002,160 km,Petrol,Automatic,Sindh,PKR 58 lacs
Fortuner,Toyota,2800 cc,SUV,2021,"19,000 km",Diesel,Automatic,Karachi,PKR 1.62 crore
Fortuner,Toyota,2700 cc,SUV,2022,"11,900 km",Petrol,Automatic,Islamabad,PKR 1.45 crore
Fortuner,Toyota,2700 cc,SUV,2022,"25,000 km",Petrol,Automatic,Punjab,PKR 1.46 crore
Fortuner,Toyota,2700 cc,SUV,2017,"27,000 km",Petrol,Automatic,Punjab,PKR 1.19 crore
Fortuner,Toyota,2700 cc,SUV,2019,"38,000 km",Petrol,Automatic,Punjab,PKR 1.26 crore
Fortuner,Toyota,2700 cc,SUV,2021,"13,775 km",Petrol,Automatic,Punjab,PKR 1.55 crore
Fortuner,Toyota,2800 cc,SUV,2021,"50,000 km",Diesel,Automatic,Islamabad,PKR 1.52 crore
Fortuner,Toyota,2800 cc,SUV,2023,"10,000 km",Diesel,Automatic,Un-Registered,PKR 2.1 crore
Fortuner,Toyota,2700 cc,SUV,2022,"4,000 km",Petrol,Automatic,Islamabad,PKR 1.75 crore
Fortuner,Toyota,2800 cc,SUV,2023,"9,000 km",Diesel,Automatic,Karachi,PKR 1.85 crore
Fortuner,Toyota,2700 cc,SUV,2018,"38,000 km",Petrol,Automatic,Sindh,PKR 1.12 crore
Fortuner,Toyota,2700 cc,SUV,2021,"18,500 km",Petrol,Automatic,Punjab,PKR 1.5 crore
Fortuner,Toyota,2700 cc,SUV,2021,"6,523 km",Petrol,Automatic,Islamabad,PKR 1.65 crore
Fortuner,Toyota,2700 cc,SUV,2018,"61,000 km",Petrol,Automatic,Karachi,PKR 1.08 crore
Fortuner,Toyota,2800 cc,SUV,2022,"22,000 km",Diesel,Automatic,Karachi,PKR 1.71 crore
Fortuner,Toyota,2800 cc,SUV,2021,"37,050 km",Diesel,Automatic,Islamabad,Call for price
Fortuner,Toyota,2700 cc,SUV,2021,"22,500 km",Petrol,Automatic,Islamabad,PKR 1.35 crore
Fortuner,Toyota,2800 cc,SUV,2023,"2,300 km",Diesel,Automatic,Islamabad,PKR 2.12 crore
Fortuner,Toyota,2700 cc,SUV,2013,"54,000 km",Petrol,Automatic,Karachi,PKR 75 lacs
Fortuner,Toyota,2700 cc,SUV,2017,"67,000 km",Petrol,Automatic,Punjab,PKR 1.2 crore
Fortuner,Toyota,2800 cc,SUV,2019,"60,985 km",Diesel,Automatic,Islamabad,PKR 1.45 crore
Fortuner,Toyota,2700 cc,SUV,2015,"140,000 km",Petrol,Automatic,Islamabad,PKR 78.5 lacs
Fortuner,Toyota,2800 cc,SUV,2022,"7,800 km",Diesel,Automatic,Punjab,PKR 1.88 crore
Fortuner,Toyota,2800 cc,SUV,2022,"40,000 km",Diesel,Automatic,Islamabad,PKR 1.69 crore
Fortuner,Toyota,2800 cc,SUV,2021,"26,000 km",Diesel,Automatic,Lahore,PKR 1.56 crore
Fortuner,Toyota,2700 cc,SUV,2020,"41,000 km",Petrol,Automatic,Un-Registered,PKR 1.48 crore
Fortuner,Toyota,2800 cc,SUV,2023,"23,500 km",Diesel,Automatic,Punjab,PKR 1.85 crore
Fortuner,Toyota,2800 cc,SUV,2018,"75,000 km",Diesel,Automatic,Karachi,PKR 1.18 crore
Fortuner,Toyota,2700 cc,SUV,2022,"16,900 km",Petrol,Automatic,Karachi,PKR 1.7 crore
Fortuner,Toyota,2700 cc,SUV,2017,"47,000 km",Petrol,Automatic,Lahore,PKR 1.2 crore
Fortuner,Toyota,2700 cc,SUV,2021,"15,000 km",Petrol,Automatic,Sindh,PKR 1.4 crore
Fortuner,Toyota,2800 cc,SUV,2022,"35,000 km",Diesel,Automatic,Islamabad,PKR 1.69 crore
Fortuner,Toyota,2800 cc,SUV,2018,"142,000 km",Diesel,Automatic,Punjab,PKR 1.25 crore
Fortuner,Toyota,2800 cc,SUV,2019,"76,000 km",Diesel,Automatic,Islamabad,PKR 1.35 crore
Fortuner,Toyota,2800 cc,SUV,2024,25 km,Diesel,Automatic,Un-Registered,PKR 2.16 crore
Fortuner,Toyota,2700 cc,SUV,2022,"2,200 km",Petrol,Automatic,Islamabad,PKR 1.4 crore
Fortuner,Toyota,2700 cc,SUV,2024,1 km,Petrol,Automatic,Un-Registered,PKR 1.71 crore
Fortuner,Toyota,2700 cc,SUV,2018,"50,000 km",Petrol,Automatic,Karachi,PKR 1.3 crore
Fortuner,Toyota,2700 cc,SUV,2017,"85,000 km",Petrol,Automatic,Islamabad,PKR 1.15 crore
Fortuner,Toyota,2700 cc,SUV,2013,"96,000 km",Petrol,Automatic,Islamabad,PKR 78 lacs
Fortuner,Toyota,2800 cc,SUV,2022,"13,000 km",Diesel,Automatic,Islamabad,PKR 1.85 crore
Fortuner,Toyota,2700 cc,SUV,2018,"25,000 km",Petrol,Automatic,Karachi,PKR 1.19 crore
Fortuner,Toyota,2700 cc,SUV,2014,"46,000 km",Petrol,Automatic,Karachi,PKR 89.9 lacs
Fortuner,Toyota,2800 cc,SUV,2024,1 km,Diesel,Automatic,Un-Registered,PKR 1.81 crore
Tucson,Hyundai,2000 cc,SUV,2021,"40,000 km",Petrol,Automatic,Karachi,PKR 82 lacs
Tucson,Hyundai,2000 cc,SUV,2021,"40,000 km",Petrol,Automatic,Karachi,PKR 82 lacs
Tucson,Hyundai,2000 cc,SUV,2021,"40,000 km",Petrol,Automatic,Karachi,PKR 82 lacs
Tucson,Hyundai,2000 cc,SUV,2021,"40,000 km",Petrol,Automatic,Karachi,PKR 82 lacs
Tucson,Hyundai,2000 cc,SUV,2021,"40,000 km",Petrol,Automatic,Karachi,PKR 82 lacs
Tucson,Hyundai,2000 cc,SUV,2021,"40,000 km",Petrol,Automatic,Karachi,PKR 82 lacs
Tucson,Hyundai,2000 cc,SUV,2021,"40,000 km",Petrol,Automatic,Karachi,PKR 82 lacs
Tucson,Hyundai,2000 cc,SUV,2021,"40,000 km",Petrol,Automatic,Karachi,PKR 82 lacs
Tucson,Hyundai,2000 cc,SUV,2021,"40,000 km",Petrol,Automatic,Karachi,PKR 82 lacs
Tucson,Hyundai,2000 cc,SUV,2021,"40,000 km",Petrol,Automatic,Karachi,PKR 82 lacs
Tucson,Hyundai,2000 cc,SUV,2021,"40,000 km",Petrol,Automatic,Karachi,PKR 82 lacs
Tucson,Hyundai,2000 cc,SUV,2021,"40,000 km",Petrol,Automatic,Karachi,PKR 82 lacs
Tucson,Hyundai,2000 cc,SUV,2021,"40,000 km",Petrol,Automatic,Karachi,PKR 82 lacs
Tucson,Hyundai,2000 cc,SUV,2021,"40,000 km",Petrol,Automatic,Karachi,PKR 82 lacs
Tucson,Hyundai,2000 cc,SUV,2021,"40,000 km",Petrol,Automatic,Karachi,PKR 82 lacs
Tucson,Hyundai,2000 cc,SUV,2021,"40,000 km",Petrol,Automatic,Karachi,PKR 82 lacs
Tucson,Hyundai,2000 cc,SUV,2021,"40,000 km",Petrol,Automatic,Karachi,PKR 82 lacs
Tucson,Hyundai,2000 cc,SUV,2021,"40,000 km",Petrol,Automatic,Karachi,PKR 82 lacs
Tucson,Hyundai,2000 cc,SUV,2021,"40,000 km",Petrol,Automatic,Karachi,PKR 82 lacs
